Value,Count,MUKEY,musym,muname,aws0150wta,flodfreqdcd,AREASYMBOL,areaname,farmlndcl,tfact,drainagecl,runoff,cokey,hzdept_r,hzdepb_r,hzname,desgndisc,awc_r,chkey,hydriccriterion
168000,258268.000000000000000,168000,Tg,"Tioga loam, occasionally flooded",19.1499996,Occasional,OH077,"Huron County, Ohio",All areas are prime farmland,5,Well drained,Low,23868455,0,28,H1,,0.1800000,70924965,
168001,68511.000000000000000,168001,TrA,"Tiro silt loam, 0 to 2 percent slopes",21.0100002,None,OH077,"Huron County, Ohio",Prime farmland if drained,5,Very poorly drained,Negligible,23868272,0,30,Ap,,0.2300000,70924740,2
168002,7621.000000000000000,168002,TrB,"Tiro silt loam, 2 to 6 percent slopes",20.6200008,None,OH077,"Huron County, Ohio",Prime farmland if drained,5,Very poorly drained,Negligible,23868276,0,30,Ap,,0.2300000,70924755,2
168003,118727.000000000000000,168003,TuA,"Tuscola fine sandy loam, 0 to 2 percent slopes",26.0799999,None,OH077,"Huron County, Ohio",All areas are prime farmland,5,Moderately well drained,Low,23868572,0,25,H1,,0.1800000,70925122,
168004,122485.000000000000000,168004,TuB,"Tuscola fine sandy loam, 2 to 6 percent slopes",26.0799999,None,OH077,"Huron County, Ohio",All areas are prime farmland,5,Moderately well drained,Low,23868576,0,25,H1,,0.1800000,70925125,
168005,17613.000000000000000,168005,Ud,"Udorthents, loamy",,,OH077,"Huron County, Ohio",Not prime farmland,,,,23868460,,,,,,,
168006,61655.000000000000000,168006,W,Water,,,OH077,"Huron County, Ohio",Not prime farmland,,,,23868342,,,,,,,
168007,7607.000000000000000,168007,Wa,"Wallkill silt loam, lacustrine substratum, occasionally flooded",39.9199982,Occasional,OH077,"Huron County, Ohio",Prime farmland if drained,,Very poorly drained,,23868463,,,,,,,2
168062,3518.000000000000000,168062,BlB,"Belmore sandy loam, 2 to 6 percent slopes",21.9699993,None,OH161,"Van Wert County, Ohio",All areas are prime farmland,5,Well drained,Very low,24369389,152,178,H4,,0.1000000,72430808,
168063,6359.000000000000000,168063,BmA,"Belmore loam, 0 to 2 percent slopes",21.9699993,None,OH161,"Van Wert County, Ohio",All areas are prime farmland,5,Well drained,Very low,24369392,152,178,H4,,0.1000000,72430812,
168064,38276.000000000000000,168064,BmB,"Belmore loam, 2 to 6 percent slopes",21.9699993,None,OH161,"Van Wert County, Ohio",All areas are prime farmland,5,Well drained,Very low,24369394,152,178,H4,,0.1000000,72430816,
168065,2051.000000000000000,168065,BmC,"Belmore loam, 6 to 12 percent slopes",21.9699993,None,OH161,"Van Wert County, Ohio",Not prime farmland,5,Well drained,Low,24369397,152,178,H4,,0.1000000,72430820,
168066,18465.000000000000000,168066,Blg2A1,"Blount loam, ground moraine, 0 to 2 percent slopes",16.1700001,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,5,Very poorly drained,Negligible,24369560,0,28,Ap,,0.2200000,72431018,2
168067,24406.000000000000000,168067,Blg2B1,"Blount loam, ground moraine, 2 to 6 percent slopes",15.5500002,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,3,Moderately well drained,High,24369567,23,74,Bt,,0.1500000,72431048,
168070,8135.000000000000000,168070,BoB2,"Blount silt loam, 2 to 6 percent slopes, eroded",13.6599998,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,3,Somewhat poorly drained,High,24369564,15,61,Bt,,0.1500000,72431034,
168071,1468.000000000000000,168071,Cp,Clay pits,,,OH161,"Van Wert County, Ohio",Not prime farmland,,,,24369400,,,,,,,
168072,8523.000000000000000,168072,Cw,Colwood silt loam,22.9099998,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,5,Very poorly drained,Very low,24369402,51,102,H3,,0.1300000,72430823,3
168073,5412.000000000000000,168073,Cx,Cut and fill land,,,OH161,"Van Wert County, Ohio",Not prime farmland,,,,24369404,,,,,,,
168074,4298.000000000000000,168074,De,Defiance silt loam,18.2800007,Frequent,OH161,"Van Wert County, Ohio",Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,5,Somewhat poorly drained,Medium,24369407,76,122,H3,,0.1400000,72430826,
168075,4398.000000000000000,168075,Df,Defiance silty clay loam,18.2800007,Frequent,OH161,"Van Wert County, Ohio",Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,5,Somewhat poorly drained,Medium,24369410,76,122,H3,,0.1400000,72430829,
168076,2878.000000000000000,168076,DgA,"Digby sandy loam, 0 to 2 percent slopes",23.4400005,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,Very low,24369412,89,152,H3,,0.1400000,72430832,
168077,3396.000000000000000,168077,DgB,"Digby sandy loam, 2 to 6 percent slopes",23.4400005,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,Low,24369416,89,152,H3,,0.1400000,72430836,
168078,40227.000000000000000,168078,DmA,"Digby loam, 0 to 2 percent slopes",23.4400005,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,Very low,24369419,89,152,H3,,0.1400000,72430839,
168079,26782.000000000000000,168079,DmB,"Digby loam, 2 to 6 percent slopes",23.4400005,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,Low,24369424,89,152,H3,,0.1400000,72430842,
168080,2116.000000000000000,168080,Em,"Eel silt loam, 0 to 2 percent slopes, frequently flooded",29.5900002,Frequent,OH161,"Van Wert County, Ohio",Prime farmland if protected from flooding or not frequently flooded during the growing season,5,Very poorly drained,Negligible,24369612,0,30,Ap,,0.2400000,72431228,2
168081,18870.000000000000000,168081,EoB,"Elliott silt loam, 0 to 4 percent slopes",18.6399994,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,3,Somewhat poorly drained,Medium,24369430,0,28,H1,,0.2000000,72430843,
168082,4239.000000000000000,168082,HaB,"Haney sandy loam, 2 to 6 percent slopes",20.7900009,None,OH161,"Van Wert County, Ohio",All areas are prime farmland,5,Moderately well drained,Low,24369433,0,28,H1,,0.1800000,72430848,
168083,5481.000000000000000,168083,HdA,"Haney loam, 0 to 2 percent slopes",21.6299992,None,OH161,"Van Wert County, Ohio",All areas are prime farmland,5,Moderately well drained,Very low,24369436,91,127,H3,,0.1400000,72430851,
168084,34546.000000000000000,168084,HdB,"Haney loam, 2 to 6 percent slopes",20.7900009,None,OH161,"Van Wert County, Ohio",All areas are prime farmland,5,Moderately well drained,Low,24369440,91,127,H3,,0.1400000,72430854,
168085,4186.000000000000000,168085,HkA,"Haskins fine sandy loam, 0 to 2 percent slopes",19.5400009,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,3,Somewhat poorly drained,Low,24369443,0,25,H1,,0.1800000,72430855,
168086,6875.000000000000000,168086,HkB,"Haskins fine sandy loam, 2 to 6 percent slopes",19.5400009,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,3,Somewhat poorly drained,Medium,24369446,0,25,H1,,0.1800000,72430858,
168087,59225.000000000000000,168087,HnA,"Haskins loam, 0 to 3 percent slopes",16.9200001,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,4,Somewhat poorly drained,Medium,24369604,25,91,Bt,,0.1500000,72431195,
168088,35097.000000000000000,168088,HnB,"Haskins loam, 2 to 6 percent slopes",16.3799992,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,4,Moderately well drained,Medium,24369608,25,89,Bt,,0.1500000,72431211,
168090,3716.000000000000000,168090,Hs,"Hoytville silty clay loam, moderately shallow variant",12.2600002,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,2,Very poorly drained,Medium,24369448,81,102,H3,,,72430863,3
168092,3566.000000000000000,168092,Ks,Kibbie silt loam,27.8600006,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,,,,24369449,,,,,,,
168093,13411.000000000000000,168093,La,Latty silty clay loam,18.8899994,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,4,Very poorly drained,Low,24369455,18,107,H2,,0.1400000,72430869,3
168095,3126.000000000000000,168095,Mc,McGary silt loam,23.0300007,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,Low,24369459,114,152,H3,,0.1800000,72430871,
168096,10659.000000000000000,168096,Md,Mermill silt loam,21.5599995,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,3,Very poorly drained,Very low,24369463,91,152,H3,,0.0800000,72430874,3
168097,15460.000000000000000,168097,Me,Millgrove silt loam,25.7600002,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,5,Very poorly drained,Very low,24369468,112,152,H3,,0.1300000,72430878,3
168098,10588.000000000000000,168098,Mg,Millgrove silty clay loam,24.9699993,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,5,Very poorly drained,Very low,24369471,112,152,H3,,0.1300000,72430879,3
168101,12389.000000000000000,168101,MoB,"Glynwood loam, 2 to 6 percent slopes",15.9700003,None,OH161,"Van Wert County, Ohio",All areas are prime farmland,3,Moderately well drained,High,24369592,23,79,Bt,,0.1500000,72431148,
168105,2800.000000000000000,168105,MrD2,"Morley silt loam, 12 to 18 percent slopes, eroded",16.7199993,None,OH161,"Van Wert County, Ohio",Not prime farmland,3,Moderately well drained,High,24369381,20,69,Bt,,0.1500000,72430789,
168106,5671.000000000000000,168106,NaA,"Nappanee loam, 0 to 2 percent slopes",17.0499992,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,2,Somewhat poorly drained,Medium,24369474,23,48,H2,,0.1400000,72430883,
168107,147038.000000000000000,168107,NpA,"Nappanee silt loam, 0 to 2 percent slopes",17.0499992,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,2,Somewhat poorly drained,Medium,24369478,23,48,H2,,0.1400000,72430886,
168108,32013.000000000000000,168108,NpB,"Nappanee silt loam, 2 to 6 percent slopes",17.0499992,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,2,Somewhat poorly drained,High,24369484,23,48,H2,,0.1400000,72430889,
168109,166709.000000000000000,168109,NtA,"Nappanee silty clay loam, 0 to 2 percent slopes",17.0499992,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,2,Somewhat poorly drained,Medium,24369490,23,48,H2,,0.1400000,72430891,
168110,12682.000000000000000,168110,NtB,"Nappanee silty clay loam, 2 to 6 percent slopes",17.0499992,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,2,Somewhat poorly drained,High,24369494,23,48,H2,,0.1400000,72430894,
168111,6740.000000000000000,168111,NtB2,"Nappanee silty clay loam, 2 to 6 percent slopes, moderately eroded",17.0499992,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,2,Somewhat poorly drained,High,24369500,23,48,H2,,0.1400000,72430898,
168113,48448.000000000000000,168113,Po,"Pewamo silty clay, 0 to 2 percent slopes",21.1700001,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,5,Very poorly drained,Negligible,24369583,0,28,Ap,,0.2100000,72431114,2
168114,8135.000000000000000,168114,Qu,Quarry,,,OH161,"Van Wert County, Ohio",Not prime farmland,,,,24369506,,,,,,,
168115,7351.000000000000000,168115,RmB,"Rawson loam, 2 to 6 percent slopes",18.8600006,None,OH161,"Van Wert County, Ohio",All areas are prime farmland,3,Moderately well drained,Medium,24369507,25,79,H2,,0.1700000,72430902,
168116,9281.000000000000000,168116,ScB,"St. Clair silt loam, 2 to 6 percent slopes",15.3599997,None,OH161,"Van Wert County, Ohio",All areas are prime farmland,2,Moderately well drained,High,24369509,41,152,H3,,0.0800000,72430905,
168117,7443.000000000000000,168117,ScC2,"St. Clair silt loam, 6 to 12 percent slopes, moderately eroded",15.3599997,None,OH161,"Van Wert County, Ohio",Not prime farmland,2,Moderately well drained,Very high,24369511,41,152,H3,,0.0800000,72430908,
168120,71854.000000000000000,168120,To,"Toledo silty clay, 0 to 1 percent slopes",18.0599995,None,OH161,"Van Wert County, Ohio",Prime farmland if drained,5,Very poorly drained,Negligible,24369596,87,203,Cg,,0.1100000,72431166,3
168121,25691.000000000000000,168121,W,Water,,,OH161,"Van Wert County, Ohio",Not prime farmland,,,,24369515,,,,,,,
168122,193236.000000000000000,168122,Wa,Wabasha silty clay loam,22.5300007,Frequent,OH161,"Van Wert County, Ohio",Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,5,Very poorly drained,Medium,24369516,0,20,H1,,0.2000000,72430909,4
168123,3996.000000000000000,168123,Wb,"Wabasha silty clay loam, moderately shallow variant",10.9600000,Frequent,OH161,"Van Wert County, Ohio",Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,2,Very poorly drained,Medium,24369518,76,81,H3,,,72430913,4
168124,48617.000000000000000,168124,Wh,Wabasha silty clay,22.5300007,Frequent,OH161,"Van Wert County, Ohio",Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,5,Very poorly drained,Medium,24369520,0,20,H1,,0.2000000,72430915,4
168125,12742.000000000000000,168125,ApB,"Arkport loamy fine sand, 2 to 6 percent slopes",14.2200003,None,OH171,"Williams County, Ohio",All areas are prime farmland,5,Well drained,Very low,24715433,201,226,H4,,0.0400000,73493451,
168126,18743.000000000000000,168126,BlB,"Belmore sandy loam, 1 to 6 percent slopes",19.5599995,None,OH171,"Williams County, Ohio",All areas are prime farmland,4,Well drained,Very low,24715662,76,114,H3,,0.1400000,73493702,
168127,1423445.000000000000000,168127,Blo2A1,"Blount loam, 0 to 2 percent slopes",16.1299992,None,OH171,"Williams County, Ohio",Prime farmland if drained,3,Somewhat poorly drained,Very high,24715789,0,23,Ap,,0.2100000,73493845,
168128,1925177.000000000000000,168128,Blo2B1,"Blount loam, 2 to 6 percent slopes",15.4099998,None,OH171,"Williams County, Ohio",Prime farmland if drained,4,Somewhat poorly drained,Low,24715794,97,122,2CB,2,0.0600000,73493870,
168129,26921.000000000000000,168129,Blo2B2,"Blount loam, 2 to 6 percent slopes, eroded",13.7100000,None,OH171,"Williams County, Ohio",Prime farmland if drained,3,Somewhat poorly drained,Very high,24715642,18,61,Bt,,0.1500000,73493666,
168130,29864.000000000000000,168130,BoA,"Blount loam, loamy substratum, 0 to 2 percent slopes",19.8299999,None,OH171,"Williams County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,Medium,24715671,20,41,H2,,0.1600000,73493704,
168131,189277.000000000000000,168131,BoB,"Blount loam, loamy substratum, 2 to 6 percent slopes",19.8299999,None,OH171,"Williams County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,High,24715558,0,20,H1,,0.2000000,73493572,
168132,83190.000000000000000,168132,Bp,Bono silty clay loam,19.8199997,None,OH171,"Williams County, Ohio",Prime farmland if drained,5,Very poorly drained,Medium,24715437,91,173,H3,,0.1000000,73493454,2
168133,39881.000000000000000,168133,BrB,"Boyer loamy sand, 1 to 6 percent slopes",10.9700003,None,OH171,"Williams County, Ohio",Not prime farmland,5,Well drained,Low,24715779,152,200,2C,2,0.0300000,73493804,
168134,6082.000000000000000,168134,BrC,"Boyer loamy sand, 6 to 12 percent slopes",10.9700003,None,OH171,"Williams County, Ohio",Not prime farmland,5,Well drained,Low,24715776,25,46,E,,0.0900000,73493793,
168135,3265.000000000000000,168135,BsD,"Boyer loamy sand, 12 to 18 percent slopes",11.0200005,None,OH171,"Williams County, Ohio",Not prime farmland,5,Well drained,Low,24715782,163,200,C,,0.0600000,73493816,
168136,205996.000000000000000,168136,Ca,"Carlisle muck, disintegration moraine, drained, 0 to 2 percent slopes",57.4700012,None,OH171,"Williams County, Ohio",Not prime farmland,5,Very poorly drained,Negligible,24715639,23,71,Btg,,0.1500000,73493657,2
168137,13683.000000000000000,168137,Ce,Ceresco sandy loam,18.4699993,Occasional,OH171,"Williams County, Ohio",Prime farmland if drained and either protected from flooding or not frequently flooded during the growing season,5,Somewhat poorly drained,Low,24715357,25,61,H2,,0.1300000,73493315,
168138,9474.000000000000000,168138,Ch,Cohoctah loam,22.8799992,Occasional,OH171,"Williams County, Ohio",Prime farmland if drained,5,Poorly drained,Very low,24715361,0,30,H1,,0.1800000,73493317,2
168139,17944.000000000000000,168139,Cp,Colwood silt loam,28.7000008,None,OH171,"Williams County, Ohio",Prime farmland if drained,5,Poorly drained,Medium,24715442,0,36,H1,,0.2000000,73493457,2
168140,88690.000000000000000,168140,DeA,"Del Rey loam, 0 to 2 percent slopes",23.0200005,None,OH171,"Williams County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,High,24715563,0,25,H1,,0.2000000,73493576,
168141,33580.000000000000000,168141,DeB,"Del Rey loam, 2 to 6 percent slopes",23.0200005,None,OH171,"Williams County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,High,24715446,0,25,H1,,0.2000000,73493458,
168142,144578.000000000000000,168142,DfA,"Del Rey silty clay loam, 0 to 2 percent slopes",23.0200005,None,OH171,"Williams County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,High,24715566,25,117,H2,,0.1600000,73493580,
168143,38278.000000000000000,168143,DfB,"Del Rey silty clay loam, 2 to 6 percent slopes",23.0200005,None,OH171,"Williams County, Ohio",Prime farmland if drained,5,Somewhat poorly drained,High,24715675,25,117,H2,,0.1600000,73493710,
168144,95032.000000000000000,168144,DgA,"Digby sandy loam, 0 to 3 percent slopes",14.5000000,None,OH171,"Williams County, Ohio",Prime farmland if drained,3,Somewhat poorly drained,Low,24715680,30,94,H2,,0.1400000,73493712,
168145,97442.000000000000000,168145,DmA,"Digby loam, 0 to 3 percent slopes",15.6999998,None,OH171,"Williams County, Ohio",Prime farmland if drained,3,Somewhat poorly drained,Low,24715683,94,152,H3,,0.0400000,73493716,
